campaign_id,campaign_name,channel,start_date,end_date,total_spent,clicks,impressions,conversions,related_orders
M0463,Campanha inventore,Google Ads,2024-10-15,2024-11-28,30104.01,1150,6482,683,"O065439,O027305,O012495,O012291,O002872,O045081,O020984,O025048,O043997,O039085,O010667,O002685,O006692,O025905,O039205,O017572,O004415,O046032,O062452,O060909,O033943,O029074,O013358,O029545,O025576,O001879,O005010,O022925,O019752,O031841,O023445,O024915"
M0464,Campanha minus,Google Ads,2025-01-10,2025-03-08,36129.74,888,5114,448,O038122
M0465,Campanha asperiores,Email,2024-11-21,2024-12-22,2149.56,1599,16409,1400,"O064009,O067549,O013845,O032418,O003907,O036648,O028938"
M0466,Campanha odio,Facebook Ads,2024-09-09,2024-09-25,43280.0,1984,14348,490,"O061796,O037831,O044702,O032383,O025596,O062550,O023111,O030578,O064938,O020584,O025987,O000967,O015202,O044338,O048752,O045776,O067240,O021586,O047788,O047393,O031006,O025380,O013222,O029516,O005431,O030674,O037944,O023086,O022051,O015636,O039568"
M0467,Campanha dolore,Email,2024-10-12,2024-10-23,3987.31,3653,14061,1162,"O032986,O004114,O039254,O001598,O026628,O009522,O048145,O037154,O034707,O049638,O015839,O049758,O042882,O060041"
M0468,Campanha dolor,Email,2024-11-01,2024-11-15,42173.56,4498,13424,3276,O018357
M0469,Campanha in,Email,2024-12-07,2025-01-19,32321.04,1064,15494,338,"O046131,O001693,O021902,O044615,O065487,O043108,O014168,O034164,O048672,O014802,O037045,O013117,O010657,O017747,O019714,O035216,O005305,O039970,O040987,O044200,O045517,O023996,O048450"
M0470,Campanha modi,Facebook Ads,2025-03-09,2025-04-26,34061.23,3629,6513,268,"O036019,O047319,O018388,O026993,O024527,O033303,O013586,O015761,O026366,O021048,O041136,O065903,O029303,O044015,O010219,O049035,O001618,O020505,O016283,O020838,O026467,O040772,O019272,O043476,O068635,O039021,O007165,O047211,O067175,O031286,O049923,O067020,O003428,O030966,O034523,O031976,O001580,O041243,O000333,O023655,O026520,O067843,O013697,O019915,O032616,O003575,O038518,O019034,O037937,O067738"
M0471,Campanha quo,Instagram,2025-02-03,2025-04-02,24194.06,1211,18419,658,"O025836,O010444,O004382,O048891,O021504,O001299,O017678,O033883,O016311,O033998,O027825,O062730,O021080,O030927,O046586,O011071,O061592,O063493,O036285,O044675,O067183,O049874,O011590,O034418,O007218,O006960,O032678,O020780,O047739,O027492,O040421,O028128,O024254,O017778,O039069,O017346,O025210,O001728,O031644,O006792,O003260,O020449,O033256,O035016,O034772,O008665,O006116,O008048,O000351"
M0472,Campanha dolor,Google Ads,2025-06-03,2025-06-26,48669.4,2292,19341,2123,"O022812,O035391,O067050,O017077,O000795,O015117,O028747,O008432,O066493,O064675,O047363,O038731,O068144,O049590,O036201,O069023,O005250,O040241,O067539,O068459,O003397,O049046,O017579,O023204,O004446,O034508,O061705,O049202,O003171,O020372,O003798,O016914,O034877,O048513,O001465,O067906,O011833"
M0473,Campanha in,Google Ads,2024-09-22,2024-11-16,38170.62,3767,20775,1982,"O000275,O040255,O024031,O017815,O029325,O030430,O031895,O021750,O046301,O010583,O022847,O001293,O039016,O046565,O001200,O015432,O003104,O063354,O021969,O068397"
M0474,Campanha assumenda,Instagram,2024-11-10,2024-12-18,34560.02,3551,21875,2872,"O031380,O004572,O031556,O043089,O037168,O022738,O007773,O010361,O004758,O039199,O067918,O032711,O001792,O023014,O030726,O043596,O044255,O004041,O034555"
M0475,Campanha eos,Email,2024-09-20,2024-10-02,47345.03,2750,17282,2241,"O036107,O045592,O027365,O024432,O048844,O064552,O010075,O043948,O064524,O046416,O000553,O065933,O003265,O005646,O045830,O041410,O064496,O020111,O024199,O014524,O013065,O049652,O015151,O020446,O045021,O042358,O043056"
M0476,Campanha accusantium,Email,2025-01-06,2025-02-18,776.44,4073,6475,3229,
M0477,Campanha commodi,Email,2025-01-20,2025-02-02,14306.19,4696,13215,1966,O000286
M0478,Campanha nobis,Email,2025-01-14,2025-02-17,47946.37,1432,15822,1525,"O015204,O047265,O028517,O022820,O042012,O034789,O003399,O037917,O049351,O011151"
M0479,Campanha reiciendis,Instagram,2024-09-14,2024-10-23,31271.45,3857,17672,825,"O021659,O039151,O028749,O028559,O038622,O008152,O047935,O063791,O063315,O047831,O000344,O040763,O034413,O036705,O003203,O028148,O007082,O021138,O032162,O012611,O042576,O030283,O029093,O038582,O005642,O029036,O062394,O035981,O023942,O048079,O065476,O047172,O034549,O060740,O027257,O048691,O017009,O043626,O000680,O009604,O026970,O068789,O020093,O003608,O045398,O028455,O023025,O021580"
M0480,Campanha nihil,Google Ads,2025-05-01,2025-05-20,14074.27,4398,6259,3381,"O034817,O001483,O026252,O047549,O032364,O041974,O063757,O006654,O014561,O016800,O031297,O066057,O013055,O033175,O011359,O003218,O035443,O021557,O018574,O046885,O029244,O026989,O019008,O009180,O036866,O028455,O007590,O018085,O020020,O001746,O004942,O012487,O033800,O032873,O033302,O025307,O013079,O029358,O009331"
M0481,Campanha officiis,Google Ads,2025-03-28,2025-04-12,49813.17,3254,16969,322,"O041870,O010498,O029726,O067398"
M0482,Campanha excepturi,Facebook Ads,2025-05-06,2025-05-18,11448.6,2389,9313,1781,"O005901,O000080"
M0483,Campanha ducimus,Instagram,2025-02-26,2025-04-11,23544.08,4986,11406,2331,
M0484,Campanha eligendi,Email,2025-02-11,2025-03-06,26730.16,55,19849,21,"O049080,O033501,O068769,O036731,O014138,O020611,O064977,O001654,O039822,O030444,O022879,O013628,O021370,O007445,O062469,O005618,O066615,O001613,O034035,O002663,O035259,O045948,O003634"
M0485,Campanha excepturi,Instagram,2025-06-15,2025-06-29,16027.23,2171,18002,1125,
M0486,Campanha saepe,Email,2024-08-18,2024-08-26,15412.29,3855,17694,3876,"O041786,O023376,O013319,O006965,O062013,O014447,O030225,O008462,O035029,O010020,O062567,O012463,O041137,O020024,O039132,O069837,O000101,O065536,O008596,O013463,O009781,O016934"
M0487,Campanha consequuntur,Instagram,2025-02-01,2025-02-20,35339.04,1809,18248,1227,"O002525,O025272,O061670,O040187"
M0488,Campanha magni,Instagram,2025-04-25,2025-06-13,48755.51,3167,5088,2778,"O016234,O019543,O047564,O020943,O017168,O034880,O000637,O030626,O036222,O016757,O010215,O010020,O002780,O019461,O017533,O014781,O034979,O047654,O002005,O003307,O025349,O002493,O031308,O009863,O042458,O017598,O022424,O032332,O013576,O012000,O062013,O034351,O020483,O001009,O041289,O000970,O040401,O049963,O012558,O012711,O063655,O019634,O002155,O015112,O040586,O042443,O012852,O008973,O014863,O021024"
M0489,Campanha excepturi,Instagram,2025-01-29,2025-02-05,15595.2,521,11152,300,"O023703,O019412,O069092,O011521,O013373,O062728,O033659,O011485,O019786,O041437,O035056,O030402,O040496,O020824,O061788,O068754,O011435,O061829,O017197,O063801,O046949,O025429,O004089,O025180,O017297,O031373,O004934,O028573,O011613,O039468,O031710,O041863"
M0490,Campanha perferendis,Google Ads,2024-12-25,2025-01-07,13718.51,106,8792,62,"O033459,O017854,O022284,O043979,O042527,O046592,O014298,O037172,O004179,O013059,O040211,O011548,O021161,O061766,O041020,O017056,O044722,O004436,O031738,O029895,O066645,O018961,O009135,O026545,O066827,O020147,O015298,O014035,O046017,O040457,O066607,O069273,O001595,O021298,O025028,O000988,O011217,O007108,O021957,O037946"
M0491,Campanha nisi,Email,2025-01-21,2025-02-25,6856.02,54,13665,22,"O013301,O047671,O035861,O015747,O043541,O030052,O011746,O008612,O027191,O029555,O001648,O013602,O027749,O012519,O014401,O036378,O049629,O013157,O036496,O001030,O002783"
M0492,Campanha modi,Facebook Ads,2025-04-19,2025-06-15,27259.58,935,19476,340,"O020887,O009107,O035760,O012016,O016119,O033151,O041613,O010127,O026953,O024618,O043039,O035147,O012250,O034880,O066718,O029998,O024051,O048984,O016349,O040634,O029650,O045578,O037960,O007977,O043138,O025215,O042629,O002731,O018483,O031145,O017026,O025460,O036910,O020303,O008301,O036774,O035526,O049129,O029822,O035593,O017744,O003860,O004424,O009519,O002210,O015184,O021303,O062878,O061722,O030514"
M0493,Campanha repellendus,Google Ads,2024-10-16,2024-10-28,22383.94,4068,21720,381,"O031101,O001037,O009861,O041057,O032835,O028367,O026725,O011966,O062377,O068439,O007531,O014067,O011778,O047822,O062293,O035611,O041438,O038547,O015046,O048000"
M0494,Campanha deleniti,Email,2024-10-12,2024-12-11,19928.32,3413,10163,938,"O022266,O039816,O046842"
M0495,Campanha quam,Facebook Ads,2025-01-10,2025-02-18,49415.95,742,6416,370,"O034367,O023584,O039779,O015599,O009058,O000360,O048826,O025794,O035499,O022201,O000147,O006392,O039502,O004862,O039335,O024201,O014985,O048648,O011627,O029205,O044223,O024820,O007545,O046740,O004766,O037261,O003921,O009266,O062376,O021502,O007114,O063785,O017048,O003118,O041549,O065499,O013873,O048530,O066915,O048442,O023399,O011514,O023384,O031716,O001291,O024023,O014279"
M0496,Campanha autem,Facebook Ads,2024-08-14,2024-10-08,38997.22,2791,21760,2053,"O009264,O023897,O067202,O006236,O013350,O049023,O026358,O007810,O025101,O014911,O066875,O030769,O049664,O034185,O061668,O061267,O020650,O025346,O018720,O020376,O027515,O004648,O060336,O009425,O035170"
M0497,Campanha aspernatur,Email,2024-12-03,2024-12-16,17889.43,1469,6131,273,"O017360,O016946,O019237,O036199,O068864,O015853,O014964,O045843,O034000,O007025,O069821,O029537,O043060,O000652,O049184,O062013"
M0498,Campanha soluta,Google Ads,2024-12-25,2025-01-16,24489.72,726,13306,804,"O018138,O044980,O042731,O025548,O032081,O063089,O046871,O039708,O020846,O009465,O026503,O007081,O009148,O028545,O037954,O009828,O010116,O026908,O047199,O011535,O012643,O040282,O003527,O010354,O024618,O029360,O040580"
M0499,Campanha nobis,Instagram,2025-03-27,2025-04-08,45322.05,3507,15433,1272,"O044787,O047888,O035237,O025762,O014691,O022357,O023652,O044445,O021306,O042842,O049941,O016802,O029137,O043729,O041476,O000078,O042144,O045192,O048236,O015373,O042853,O030604,O061629,O030886,O038638,O045397,O034240,O017529,O031673,O008144,O047504,O029851,O029525,O007179,O008714,O035487,O066523,O040216,O032861,O012948,O043786,O034909,O046165,O042662"
M0500,Campanha eligendi,Instagram,2024-12-07,2025-01-06,36122.28,3007,14551,2704,
